40
20
20
9 10 8 8 -1 10 -10 -10 -6 7 -2 -2 -8 -10 10 -1 -1 6 -4 9 
-142 173 -131 143 -9 175 181 127 -129 -62 -7 -60 -101 -27 142 -180 180 -114 -185 197 
-3 -5 -9 9 9 1 -7 6 5 -6 4 6 -6 2 6 6 4 7 7 10 
-190 143 -174 -161 167 36 183 -135 181 -18 134 -161 -46 -197 182 73 105 90 -0 104 
17 0 19 10 12 0 0 0 0 5 9 0 0 0 0 20 0 16 10 0 
0 5 0 14 0 5 0 16 0 0 0 1 19 0 7 11 18 0 0 3 
0 15 0 0 14 18 0 4 16 17 0 4 0 0 11 0 7 0 9 0 
19 4 15 0 18 0 8 0 0 0 0 0 11 2 0 1 10 0 16 13 
0 0 17 -1 2 15 0 8 0 0 0 0 0 0 18 11 0 0 17 0 
11 0 0 8 0 0 0 7 18 16 5 10 14 0 5 0 0 11 16 0 
5 4 0 0 2 0 -1 13 0 10 14 8 2 18 13 0 15 0 0 0 
0 18 0 0 15 17 0 0 0 0 0 12 0 11 17 17 0 0 9 6 
0 0 0 5 0 14 16 0 0 10 0 10 0 0 0 0 0 4 -1 3 
0 0 0 0 12 -1 0 0 0 15 4 0 0 0 0 20 0 0 20 14 
0 10 13 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 13 11 
0 17 0 19 0 0 0 6 3 15 6 0 0 0 13 0 -1 15 11 0 
1 20 4 15 0 0 0 19 9 13 0 0 12 0 0 2 0 0 0 17 
0 1 0 18 0 1 0 12 0 11 5 0 0 0 20 11 0 4 0 0 
0 16 11 18 0 10 0 0 1 4 -1 5 3 0 0 0 0 0 0 0 
0 0 0 0 17 0 10 1 0 0 0 0 7 0 12 0 0 0 0 0 
14 1 0 5 0 0 14 3 18 -1 0 0 1 0 5 0 18 12 0 0 
0 14 0 0 0 0 0 0 0 11 0 0 -1 0 0 3 0 0 12 17 
6 0 0 0 18 0 0 9 0 19 0 18 0 13 0 6 11 0 12 0 
0 9 5 16 15 0 0 0 0 7 0 8 0 15 0 8 0 0 16 0 
11 0 0 16 0 6 9 0 0 19 0 0 0 0 0 5 5 0 20 0 
0 3 0 0 0 0 0 13 10 0 0 0 0 -1 7 16 4 0 20 19 
0 0 18 -1 8 0 0 0 0 17 0 0 1 18 18 11 2 0 0 0 
0 0 0 0 0 0 18 3 0 0 12 18 0 0 15 7 11 0 0 0 
18 0 0 14 16 0 19 0 0 0 2 17 9 0 3 13 8 15 0 0 
11 -1 1 0 0 10 0 -1 0 0 0 4 0 0 9 0 3 0 0 0 
0 6 -1 0 10 0 19 7 6 0 3 0 0 7 4 10 15 8 3 0 
0 0 14 0 13 10 12 11 20 11 4 0 0 0 5 12 0 0 0 0 
0 0 0 0 0 6 10 0 19 0 14 0 0 -1 0 19 0 0 0 0 
0 20 0 1 2 12 0 10 16 8 0 5 0 0 0 0 0 0 0 20 
0 0 0 1 13 0 0 0 0 0 0 0 13 8 9 12 19 0 12 0 
6 0 18 13 0 3 0 16 2 0 0 0 8 0 0 0 5 11 0 0 
6 3 1 0 0 6 3 0 -1 10 0 0 7 0 13 0 0 0 18 13 
0 0 0 0 0 0 19 13 0 10 4 0 0 0 17 2 1 0 0 -1 
0 0 0 1 -1 10 7 5 0 11 17 0 0 0 0 1 13 1 8 0 
0 0 0 0 0 0 12 0 0 0 0 -1 0 0 0 0 0 0 18 7 
0 18 5 16 6 0 0 0 0 17 17 0 0 9 3 14 0 0 0 8 
0 0 1 16 19 0 0 6 3 14 3 4 12 0 0 0 0 0 0 19 
8 6 0 6 0 3 0 0 0 0 0 0 7 19 11 20 0 3 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
