40
20
20
-6 7 6 -8 2 -2 -1 1 -3 -3 -4 -10 -6 -4 1 4 -8 -6 -4 2 
129 20 -124 133 -156 80 32 -54 196 -145 -67 -177 48 129 -88 -176 -139 5 -140 130 
-3 8 -8 4 9 -7 5 9 3 8 7 10 7 3 -9 1 -7 1 -8 2 
32 163 -22 -37 1 89 -126 10 193 -168 1 122 53 4 -18 98 -116 -187 172 -194 
4 0 11 0 0 0 4 0 0 20 0 1 0 0 0 0 1 0 0 19 
0 0 0 20 0 0 17 5 7 0 19 12 20 1 0 0 0 -1 2 0 
0 0 0 17 0 0 2 2 0 0 14 1 19 11 8 14 0 14 0 0 
0 -1 0 0 0 16 0 0 20 14 0 11 0 13 2 0 0 0 0 0 
0 12 0 19 20 0 0 0 9 0 0 6 0 10 16 0 0 0 3 0 
0 0 0 17 0 15 9 -1 0 0 1 0 14 0 0 16 0 0 0 0 
0 0 0 19 0 14 12 0 0 0 0 17 0 8 17 0 3 0 0 0 
0 16 12 0 0 5 0 0 0 -1 0 0 0 0 10 0 0 0 0 0 
-1 0 0 0 17 0 0 8 0 1 0 16 0 1 7 2 19 0 0 0 
0 0 2 0 0 0 17 15 0 15 0 4 15 0 0 0 0 5 2 0 
0 13 0 16 13 5 11 0 0 0 8 0 0 0 -1 0 0 0 19 0 
5 19 6 6 0 9 0 0 16 17 17 0 9 0 0 3 20 0 9 0 
0 0 1 0 17 1 0 0 9 10 0 0 0 0 0 0 -1 1 0 0 
20 13 -1 0 0 5 18 0 20 0 0 0 0 0 9 18 0 0 15 11 
0 0 0 8 10 -1 8 11 0 10 0 0 -1 14 10 0 0 0 -1 0 
8 19 0 0 19 14 10 0 8 9 0 0 0 0 16 0 0 4 17 0 
20 0 0 0 0 0 0 16 17 13 0 0 0 12 7 11 -1 20 3 10 
0 16 11 0 5 1 0 4 0 4 0 8 0 9 20 11 0 3 10 0 
7 0 0 12 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 15 
11 13 7 0 11 0 0 0 12 2 0 8 0 12 0 6 0 18 18 0 
0 0 0 17 0 0 4 2 5 0 0 12 10 0 0 0 -1 0 12 0 
20 -1 0 14 0 7 8 -1 7 0 11 0 8 0 13 -1 17 8 0 0 
0 9 13 1 0 5 0 2 0 0 18 12 10 0 0 0 15 12 0 0 
4 0 14 0 2 -1 0 0 0 0 7 0 11 0 0 19 0 0 15 10 
7 0 0 0 6 14 0 0 0 0 0 0 2 11 0 9 20 0 0 0 
9 0 0 0 0 0 0 4 0 0 0 0 2 5 0 17 16 9 0 20 
0 19 9 0 0 0 8 9 6 20 18 0 0 17 0 16 0 0 0 15 
0 0 7 15 0 0 0 4 18 0 0 0 10 9 0 0 10 4 19 12 
0 2 -1 13 0 0 0 0 0 0 8 0 10 0 4 15 1 0 8 0 
18 14 16 0 0 0 4 15 0 19 9 3 15 3 0 0 0 0 0 0 
18 0 0 14 11 0 0 0 0 16 0 0 0 0 13 4 0 0 0 20 
4 9 0 17 1 -1 11 7 18 0 0 17 0 6 0 18 8 0 13 0 
0 0 0 0 1 13 19 1 0 0 5 0 0 15 0 7 -1 0 11 1 
0 3 17 9 0 0 0 9 4 0 1 12 0 0 0 7 8 0 11 -1 
0 1 18 0 0 0 19 0 0 3 0 0 0 8 0 0 0 0 1 0 
0 13 0 0 0 0 0 10 0 3 11 18 0 0 0 14 16 0 20 0 
8 0 0 0 0 7 0 4 0 0 3 0 11 0 0 12 5 0 12 2 
2 0 0 0 0 0 19 0 15 3 -1 17 11 0 -1 0 0 0 8 0 
0 0 0 0 0 20 0 0 0 4 0 0 8 0 0 10 0 16 9 3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
