80
40
40
-10 2 -2 7 9 -3 -6 1 -10 -9 -6 5 1 -8 -1 5 -8 -5 -2 2 10 -8 2 -6 9 -0 9 -6 -8 4 1 -7 -2 10 10 -1 -1 -4 10 2 
-83 -12 112 -64 45 13 -6 114 -138 65 -152 -190 -149 -127 111 -76 89 19 65 100 -93 -17 124 -124 90 -190 -80 -153 -7 -12 148 38 104 60 102 -51 -200 -105 -137 -138 
-0 -4 -3 -9 1 8 9 3 -5 -2 -5 -5 1 8 2 2 -0 -0 9 3 -4 2 7 7 2 9 -4 -7 -5 -2 6 8 7 -6 10 -3 -6 10 -10 -0 
88 -161 -200 140 -160 38 192 130 -143 -17 29 -108 167 -47 -31 -16 -109 90 32 11 -195 -93 -151 110 95 151 -141 96 174 -150 86 62 -183 86 -71 -143 -76 -80 188 -91 
0 0 0 -1 0 0 13 5 18 8 0 0 14 0 20 0 0 0 0 9 0 8 17 0 20 0 0 0 16 10 7 0 0 1 11 0 0 0 14 7 
0 0 0 0 0 0 5 11 0 0 0 13 12 0 0 3 0 7 0 7 0 20 7 5 0 3 0 0 0 0 1 -1 0 0 0 0 0 8 8 18 
9 18 12 17 8 0 18 0 0 0 0 0 0 0 0 0 4 0 0 10 0 0 0 0 0 16 0 1 13 0 0 0 10 -1 0 7 0 16 19 1 
4 20 1 15 5 13 15 0 0 0 19 0 11 4 2 0 15 0 0 -1 10 0 0 0 0 0 8 0 12 12 0 17 0 2 0 19 0 18 18 0 
0 0 0 0 0 0 0 0 0 4 11 7 12 0 18 0 2 0 0 15 0 10 2 8 1 4 0 0 19 14 0 19 0 0 5 0 0 10 0 16 
7 0 0 0 0 0 -1 0 19 19 0 0 -1 16 0 0 0 -1 0 0 0 0 -1 0 11 20 0 13 0 0 9 0 0 0 1 0 6 16 1 0 
4 14 0 0 0 0 0 1 4 0 5 0 0 10 0 0 13 19 0 20 0 0 0 -1 0 0 18 8 0 8 14 0 16 12 1 0 14 0 0 11 
0 0 0 0 0 0 0 0 3 0 12 0 0 11 0 0 0 11 12 0 0 5 12 0 10 0 0 2 0 0 0 4 0 0 3 0 0 0 14 16 
0 1 0 0 16 0 7 0 7 10 0 0 0 0 0 0 0 14 9 15 10 0 18 7 0 0 2 0 0 0 0 0 0 0 3 0 12 9 0 0 
0 10 0 1 20 0 5 0 17 16 5 3 0 3 4 18 0 0 2 9 10 0 0 8 8 0 14 18 0 0 0 0 3 5 0 0 0 0 0 19 
0 20 0 0 0 16 0 0 0 4 -1 13 9 2 14 0 2 9 0 8 0 0 13 -1 0 0 4 4 18 1 0 6 11 0 0 0 14 0 0 5 
0 13 14 0 0 6 0 0 20 7 0 0 0 0 4 0 0 3 13 0 17 10 0 0 0 1 8 0 6 7 0 0 18 8 5 0 0 -1 0 13 
9 6 17 0 0 0 -1 0 18 0 4 0 0 0 9 12 20 0 0 0 0 0 0 0 13 1 0 0 0 0 0 0 19 19 13 9 0 10 11 0 
6 0 0 13 12 6 0 -1 14 0 17 0 6 0 0 7 10 0 9 0 11 0 0 11 0 6 14 1 0 0 0 0 0 18 0 0 0 15 17 15 
1 0 18 12 2 8 8 10 0 0 15 0 12 16 6 0 0 0 0 0 0 0 16 0 1 0 9 0 0 17 0 0 16 0 0 4 14 0 13 8 
8 0 0 13 0 0 20 16 0 0 6 0 13 0 0 5 0 2 0 0 7 0 0 -1 0 0 0 3 0 0 0 5 0 0 0 12 0 0 0 18 
9 10 0 8 0 0 0 18 4 0 0 14 0 7 5 0 2 17 10 0 11 0 0 9 0 0 0 9 0 0 1 0 0 0 -1 0 0 0 10 10 
0 0 0 0 3 0 0 7 0 20 0 0 -1 0 0 8 9 0 4 0 18 0 -1 9 12 0 5 11 0 0 0 13 0 4 0 -1 0 0 9 11 
0 0 -1 4 0 5 0 4 19 0 0 18 3 0 0 6 1 0 0 0 0 -1 15 14 0 0 8 4 0 0 10 17 13 0 0 10 5 0 0 0 
0 0 0 19 12 0 0 0 9 0 0 0 9 20 0 7 0 16 16 0 12 0 0 0 15 0 0 0 0 0 12 0 17 0 5 4 3 2 17 0 
0 0 0 0 7 12 0 0 20 1 0 0 -1 7 0 0 0 0 10 12 0 15 8 0 0 5 10 0 5 0 12 0 0 4 0 2 0 0 0 0 
9 10 0 3 0 0 20 6 16 0 0 0 10 10 0 10 0 0 2 0 0 0 12 -1 8 18 18 0 0 17 0 0 0 16 0 1 0 16 0 0 
0 0 0 0 2 5 15 0 0 0 0 0 0 13 20 7 0 1 0 0 0 16 4 0 16 0 0 12 0 9 0 0 -1 0 18 0 0 0 0 0 
0 20 13 0 13 0 0 0 2 0 19 17 5 0 0 15 0 0 0 -1 0 0 8 0 0 15 0 3 3 4 3 0 19 0 7 -1 0 0 0 0 
16 0 0 3 0 19 0 0 11 0 16 18 0 0 0 0 17 0 16 0 16 0 0 14 0 0 0 0 0 13 0 7 11 0 0 19 2 0 16 19 
0 6 15 0 1 0 0 0 8 0 0 0 4 11 0 18 5 12 16 0 0 -1 15 0 13 9 15 0 0 11 0 20 0 5 0 20 0 16 0 0 
0 0 10 0 9 0 0 0 0 0 16 20 0 0 6 0 0 0 0 8 0 10 -1 0 0 0 0 0 10 2 9 0 1 19 15 11 0 0 16 9 
0 13 0 0 0 3 1 0 15 12 5 5 0 0 0 16 3 0 0 6 8 5 13 2 0 6 -1 8 18 11 2 0 7 18 0 0 3 0 3 0 
0 9 0 13 0 14 0 11 0 0 0 0 0 0 0 0 2 6 18 9 0 0 13 -1 0 0 0 0 0 0 0 0 20 0 0 0 5 0 0 14 
18 0 6 0 0 0 13 8 0 16 2 0 13 2 16 6 1 16 10 0 0 11 0 0 0 0 15 6 0 0 0 0 15 0 13 0 0 0 2 0 
0 0 0 14 18 0 10 4 0 0 0 0 0 8 0 0 0 12 0 5 0 11 1 0 8 0 0 17 13 0 0 0 0 1 5 12 8 2 0 0 
0 0 17 0 5 0 2 6 0 8 15 6 -1 0 0 0 0 0 10 0 0 0 5 10 0 0 0 0 0 4 0 0 12 12 1 0 0 0 0 0 
0 10 0 0 0 0 13 0 0 0 0 0 20 0 0 0 0 17 16 19 0 -1 6 19 0 2 0 17 15 0 14 0 9 16 0 0 16 0 0 6 
6 8 15 9 13 14 0 0 0 4 6 16 0 11 0 0 0 0 15 10 0 5 0 0 0 20 4 16 10 0 19 13 0 0 2 14 16 19 0 0 
0 0 7 5 0 0 0 0 0 9 17 0 0 0 11 0 6 -1 0 0 0 0 0 0 0 0 19 0 9 6 5 13 0 -1 0 15 0 0 3 6 
8 0 -1 0 4 13 0 20 0 0 0 0 0 1 6 0 13 0 0 16 0 15 0 0 0 0 0 2 17 0 0 0 1 0 0 13 0 14 13 0 
19 -1 14 11 0 9 5 0 14 18 7 0 7 11 18 9 0 4 0 17 0 17 7 0 6 -1 0 0 4 0 0 -1 0 0 17 20 0 11 16 0 
19 0 0 17 14 17 20 4 14 7 0 0 1 0 0 11 0 17 0 0 0 6 0 0 0 8 0 15 0 17 7 0 6 0 0 0 0 10 0 6 
20 0 20 7 0 0 0 0 0 17 0 0 0 16 0 0 0 12 0 14 0 7 1 15 0 -1 0 20 11 0 17 0 6 0 0 4 0 19 0 0 
20 0 0 0 4 11 -1 0 0 0 18 0 10 0 3 0 10 0 0 20 0 0 0 0 0 0 8 15 0 0 13 13 0 20 0 17 0 7 0 0 
0 6 19 12 0 18 12 0 0 0 9 0 0 5 0 0 0 1 -1 19 0 0 0 0 0 15 6 0 0 0 0 3 0 0 20 16 0 6 1 4 
0 17 0 10 0 0 17 10 0 -1 5 12 9 0 7 0 10 0 11 14 0 0 1 0 13 12 0 -1 0 5 0 0 14 0 18 0 -1 0 20 0 
6 0 13 13 0 17 0 0 0 6 0 3 0 0 0 -1 14 0 0 0 -1 0 18 0 0 0 0 7 9 0 0 5 0 7 2 8 0 0 0 4 
13 17 0 0 0 10 9 0 12 0 18 11 8 19 2 4 4 0 18 4 0 0 0 0 0 10 0 9 0 0 0 0 0 4 19 0 0 7 0 8 
11 0 0 0 0 14 10 0 0 20 0 0 0 0 0 0 8 0 0 0 0 1 8 0 6 1 0 -1 7 0 8 0 0 10 6 19 20 0 0 0 
0 0 0 0 0 4 6 -1 13 0 8 17 19 9 16 7 -1 0 0 0 17 0 12 4 0 0 7 0 0 18 0 17 0 3 20 19 1 0 6 0 
0 0 0 7 0 0 0 0 0 16 0 16 10 5 8 2 0 16 6 13 0 0 0 0 12 10 6 17 0 8 12 20 0 11 9 0 12 0 17 4 
0 7 4 0 0 14 0 0 14 0 1 0 0 0 8 0 0 0 0 0 0 0 0 8 4 -1 0 0 0 0 12 2 0 0 17 0 0 0 0 9 
0 0 11 0 14 8 0 3 0 0 18 0 0 0 7 19 1 0 0 0 -1 20 0 0 4 0 0 6 0 12 0 10 0 0 0 0 15 0 20 20 
0 17 0 0 0 0 0 0 0 0 0 2 0 0 10 0 0 0 17 7 4 5 19 0 16 0 0 0 0 7 0 19 0 0 0 0 10 12 0 3 
2 17 0 1 4 0 20 0 0 0 9 0 0 20 6 0 0 0 3 9 0 0 0 7 0 0 0 2 0 7 0 0 3 14 18 1 0 0 -1 0 
