40
20
20
-10 -4 4 9 -10 -8 1 4 -5 -7 -4 -8 -6 7 10 -1 5 2 10 9 
56 181 184 114 -25 9 55 128 -120 94 69 -156 -14 165 -117 -154 -140 124 -17 149 
-1 6 6 -1 6 -4 1 3 4 6 -10 4 -8 5 5 -6 8 -5 9 -6 
20 -42 112 -173 31 -13 174 -168 109 -86 -25 -35 -179 -115 -122 -76 95 61 -148 176 
6 0 0 15 0 19 0 7 0 11 2 7 0 0 17 11 16 10 12 0 
14 0 0 0 0 0 0 9 0 6 14 16 0 11 12 0 0 16 3 6 
11 16 0 13 0 6 0 0 0 0 12 0 0 0 11 0 4 0 13 12 
0 0 16 0 2 0 14 0 0 0 0 0 0 3 0 0 0 1 0 0 
0 -1 0 9 0 0 20 10 12 0 0 13 6 1 0 0 14 6 0 13 
0 0 0 0 0 11 8 0 0 0 6 0 12 7 10 0 0 0 0 0 
0 0 0 13 0 13 10 0 0 0 8 0 0 0 18 0 0 0 16 0 
19 19 0 0 20 3 0 9 8 20 10 1 19 11 0 0 0 16 0 0 
0 1 0 0 15 0 8 7 10 0 14 0 0 0 0 0 0 0 9 18 
0 0 0 17 0 0 0 0 0 0 8 0 16 0 0 1 15 8 0 13 
0 0 0 0 11 0 0 0 12 10 19 0 0 9 0 9 9 17 0 11 
20 1 0 0 0 0 10 16 15 0 0 0 7 12 0 16 20 5 0 4 
0 0 0 0 0 0 0 0 12 0 0 0 0 0 -1 0 0 0 0 0 
0 -1 0 16 0 0 2 15 -1 0 0 13 0 0 20 0 5 6 0 0 
0 0 0 0 0 1 16 0 0 3 0 0 0 4 0 0 0 14 0 18 
0 10 0 16 17 14 0 0 0 0 0 0 16 16 0 0 20 0 0 0 
0 0 0 0 0 13 15 8 0 0 0 0 0 -1 7 12 0 0 0 0 
0 11 11 0 0 0 0 0 6 0 19 7 14 0 20 0 16 0 0 0 
15 11 0 0 12 0 0 0 0 0 0 0 4 0 1 18 0 0 1 8 
0 15 0 12 0 0 11 0 12 0 0 0 0 14 0 4 0 0 0 0 
0 20 0 10 0 1 18 5 0 1 -1 18 0 0 10 4 0 9 0 0 
0 0 10 0 0 0 0 0 8 -1 14 11 8 0 16 19 0 0 0 0 
1 8 20 0 0 19 0 19 20 15 0 0 0 0 0 0 4 11 0 0 
10 0 0 0 19 4 0 0 0 13 0 17 0 0 0 10 0 9 0 0 
15 9 0 0 0 9 0 0 2 0 0 0 0 0 -1 16 12 9 14 0 
15 8 0 0 -1 11 0 18 10 0 19 16 0 7 0 9 12 17 17 10 
11 1 0 4 0 0 0 0 8 15 0 7 0 20 17 3 9 0 0 0 
0 4 0 20 0 14 1 0 0 8 19 12 0 0 0 3 10 0 0 4 
0 0 0 2 0 4 0 0 14 0 0 1 14 17 0 0 11 18 -1 13 
0 13 0 20 0 19 8 20 0 0 0 0 0 0 0 0 0 8 20 0 
11 6 9 9 5 7 0 16 8 3 11 0 6 0 7 -1 14 3 0 11 
0 14 0 0 0 0 0 0 19 5 0 17 17 0 0 13 0 0 0 16 
0 0 0 1 15 0 9 15 0 14 0 0 0 0 16 0 0 0 0 0 
0 9 0 6 14 0 0 -1 20 0 4 8 0 0 0 16 9 1 19 5 
6 0 12 0 0 0 0 14 10 17 0 0 11 4 15 3 8 0 6 0 
0 0 0 0 0 0 8 5 10 6 0 0 3 0 6 19 0 0 0 10 
0 11 0 0 0 0 -1 1 9 1 6 3 0 0 0 0 16 0 0 19 
0 5 11 0 0 10 20 0 16 10 0 0 0 9 9 19 0 0 1 0 
0 0 0 0 0 0 0 15 0 13 0 14 0 0 0 0 15 3 2 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
