20
10
10
-7 -8 10 -4 3 -6 -1 5 7 -5 
23 -61 -71 -157 183 -37 155 -103 83 103 
9 -9 -2 -3 5 -3 3 -3 3 -5 
-192 97 194 195 43 20 75 161 -147 -59 
7 20 16 0 0 0 20 12 0 2 
8 0 0 0 0 18 0 18 8 0 
14 0 0 0 0 0 0 2 16 0 
0 0 0 0 0 0 9 0 0 0 
13 7 18 0 10 0 0 18 19 0 
6 17 0 0 0 0 20 0 3 0 
0 8 0 0 0 0 0 0 18 7 
0 16 0 6 0 0 5 0 18 19 
0 0 0 12 0 -1 0 0 0 0 
0 0 7 0 0 0 10 0 0 0 
-1 0 15 2 0 9 20 0 13 13 
0 6 -1 1 0 6 0 0 15 0 
2 0 0 0 19 19 0 12 5 10 
5 0 0 9 0 0 0 0 4 0 
0 0 0 12 1 11 0 0 0 19 
9 0 0 11 0 11 0 0 0 10 
0 9 19 0 12 0 0 0 2 11 
7 0 11 0 0 0 0 0 13 0 
0 10 0 0 19 0 0 0 0 13 
0 0 0 0 0 0 0 0 0 0 
11 0 0 0 0 0 0 0 0 0 
0 16 0 0 0 0 0 0 0 0 
0 0 8 0 0 0 0 0 0 0 
0 0 0 2 0 0 0 0 0 0 
0 0 0 0 18 0 0 0 0 0 
0 0 0 0 0 10 0 0 0 0 
0 0 0 0 0 0 20 0 0 0 
0 0 0 0 0 0 0 18 0 0 
0 0 0 0 0 0 0 0 6 0 
0 0 0 0 0 0 0 0 0 9 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 1 1 1 1 
67 67 53 62 89 85 67 90 88 81 55 84 96 72 68 64 88 52 70 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
