160
80
80
-0 4 -4 9 10 3 -7 -0 -9 5 8 2 -2 -4 1 5 -9 10 -2 3 7 7 -4 4 -1 -3 6 6 7 7 3 -3 3 -9 -3 3 5 1 -5 8 -4 -7 2 6 -0 -7 3 3 -6 -9 -2 -7 -10 4 8 -0 -9 6 -3 -10 3 -8 -3 -2 -7 7 -7 -10 -2 -1 9 6 5 3 2 -4 6 -5 -9 -8 
22 1 156 -31 187 -175 68 -167 -129 16 -48 -72 -175 -123 -35 57 -41 107 -63 -53 -41 -164 -70 21 52 -78 88 68 -83 116 93 140 -156 -24 -164 -170 -71 105 192 -72 -153 -56 56 -127 22 149 58 109 -17 196 -145 70 159 -87 -109 11 -37 180 -194 81 23 27 -52 -5 130 -15 -47 -141 -184 -55 -13 -136 90 171 -135 -89 47 124 148 -170 
-1 -0 -4 -0 -4 -4 -9 -0 -8 1 2 8 4 -9 -4 8 9 2 10 -1 -9 9 -5 9 1 10 -3 -1 -5 -1 4 7 -10 -10 -2 -3 -1 2 9 4 -7 1 2 8 3 -10 7 4 3 7 -7 7 6 -2 8 -1 -2 -6 -10 5 4 5 4 5 8 -8 -7 -1 5 -6 -7 -10 6 6 8 1 9 5 -5 4 
46 131 101 5 -156 120 144 8 27 78 -184 178 -96 -108 -27 162 4 126 -179 21 -129 -64 13 88 -166 79 127 82 -70 75 40 177 5 -132 -18 50 189 -147 185 -57 131 129 -79 163 -180 94 125 25 20 74 -154 19 -191 60 -93 -156 -134 -166 53 -3 109 -107 -27 -159 -112 83 19 -123 63 4 -53 -6 -68 69 -116 -47 -110 -191 106 38 
13 0 0 0 19 12 13 0 0 4 0 13 0 15 6 0 0 12 1 0 -1 19 0 0 17 0 3 0 5 20 14 0 0 0 0 8 4 1 20 -1 0 9 0 0 14 3 5 0 0 0 0 1 0 9 8 0 14 0 0 5 19 0 12 0 0 8 9 17 0 15 0 0 6 0 0 6 0 3 0 0 
0 0 4 0 7 0 0 0 0 0 0 8 12 12 0 0 5 0 0 0 0 13 9 4 0 8 0 0 0 7 0 0 0 0 1 0 -1 16 12 4 15 9 0 0 0 0 0 15 6 8 0 6 12 17 14 12 0 5 18 2 0 11 2 0 0 0 0 6 15 0 13 0 9 4 2 0 0 5 13 0 
0 9 7 0 0 17 0 0 11 -1 0 0 7 -1 0 13 0 2 0 9 20 6 0 0 7 0 1 0 12 2 0 8 0 0 7 12 0 0 0 0 0 6 0 0 0 12 16 5 0 14 4 10 5 11 16 20 0 14 0 4 0 18 0 0 7 0 0 20 10 0 9 0 19 12 3 0 4 0 20 0 
17 0 12 12 1 16 0 9 7 -1 6 0 0 8 1 0 16 0 0 0 8 20 5 9 0 0 0 0 0 20 0 1 14 0 0 10 0 0 18 0 0 4 0 13 0 0 13 14 0 0 0 20 16 13 11 1 20 11 0 0 4 0 0 0 0 2 0 0 7 0 9 0 0 -1 17 0 11 4 0 10 
15 7 0 3 0 0 6 9 0 0 16 0 18 0 12 0 0 7 0 0 10 0 0 0 6 0 16 0 3 2 0 0 6 -1 0 8 4 0 20 0 0 0 3 14 0 0 0 0 7 0 0 18 0 1 -1 -1 0 9 0 0 0 0 0 0 5 0 10 19 9 0 0 3 0 12 0 0 0 2 0 0 
0 9 0 7 9 0 0 5 0 0 0 2 0 0 1 0 0 16 0 0 14 0 0 0 0 5 1 0 0 0 10 0 0 0 17 13 0 0 0 2 0 0 17 0 0 0 0 0 19 0 0 0 0 1 0 9 0 0 19 0 0 0 0 16 0 16 13 20 0 0 18 0 6 0 0 0 0 0 19 0 
8 0 0 0 3 1 0 0 6 18 0 18 0 0 0 0 0 19 0 0 0 17 7 0 13 0 14 19 0 0 0 9 16 0 18 0 0 0 9 10 0 12 5 4 0 0 0 0 0 0 0 11 0 0 8 0 0 0 0 19 0 0 0 0 15 4 -1 17 14 6 8 0 0 0 2 0 2 18 18 20 
7 17 0 0 0 0 0 0 0 0 13 0 19 20 1 18 19 3 0 0 0 18 17 0 0 14 14 0 0 15 16 0 0 4 9 16 5 6 0 0 14 -1 20 14 3 20 3 0 19 0 12 18 0 0 0 0 14 14 0 19 0 0 0 8 0 0 18 0 0 0 0 0 9 20 0 0 11 16 16 0 
18 0 0 15 0 0 0 0 12 0 0 19 1 1 0 0 19 0 15 0 0 0 0 0 20 0 14 0 0 7 0 8 11 5 6 0 0 1 0 16 0 0 0 17 0 0 0 0 4 6 15 0 0 0 17 0 0 0 0 11 0 0 0 0 0 0 0 4 0 0 14 14 -1 1 0 0 0 19 16 13 
0 0 0 0 8 0 0 12 11 0 1 0 2 18 14 0 0 9 0 16 0 0 0 16 0 13 0 9 14 0 0 13 0 19 0 -1 2 10 15 12 16 0 -1 0 19 17 0 16 8 0 0 -1 0 19 11 0 0 15 12 2 13 16 19 0 -1 0 0 0 2 13 7 0 0 0 5 -1 0 0 5 8 
16 13 10 3 -1 0 0 0 0 7 1 2 0 -1 15 0 0 18 19 0 3 0 4 4 0 0 1 0 0 0 17 5 0 18 0 4 2 0 4 19 0 16 0 20 0 0 0 0 0 0 0 0 2 8 20 0 1 0 0 0 0 4 9 4 0 0 0 17 0 0 -1 7 18 0 18 -1 18 0 0 15 
18 0 0 19 0 19 0 14 0 18 20 0 0 10 0 1 0 0 14 19 0 9 0 0 0 0 5 10 17 0 9 9 0 11 0 1 0 2 0 0 -1 0 9 17 0 0 0 0 0 0 17 0 0 15 0 5 0 5 11 4 17 6 0 0 0 0 2 0 0 1 0 0 -1 3 10 6 0 16 2 0 
-1 0 0 4 11 1 8 0 12 0 0 0 18 9 0 0 1 0 -1 2 0 0 0 0 0 0 0 0 0 0 0 4 0 0 20 0 18 0 0 0 0 14 0 0 0 14 9 -1 14 2 0 0 0 20 0 0 2 0 16 20 16 -1 0 0 12 0 16 16 9 10 20 17 19 0 2 0 0 0 10 0 
0 10 0 0 0 0 0 0 0 0 15 15 0 0 0 13 7 0 0 15 15 0 0 0 0 7 0 19 13 0 13 14 0 0 0 1 19 12 0 0 0 4 0 6 11 0 0 -1 0 0 0 0 0 0 0 12 0 19 0 0 17 14 0 0 13 0 16 0 10 0 0 2 0 0 7 0 5 4 8 7 
3 0 11 0 0 6 0 14 12 0 16 12 0 0 0 0 0 0 0 17 3 0 5 13 7 0 0 0 7 16 0 0 0 0 0 0 0 0 0 0 18 0 10 0 7 0 0 2 15 0 0 10 3 0 12 8 3 0 13 0 2 0 0 18 0 9 12 17 0 1 12 0 0 2 0 0 0 7 0 16 
11 0 0 0 0 0 5 8 12 14 6 0 0 0 14 0 13 5 0 -1 20 0 0 0 0 0 0 16 12 0 2 16 -1 2 0 0 6 0 0 15 0 0 13 -1 0 6 16 0 0 0 0 17 10 9 12 0 15 0 0 11 2 3 0 19 4 0 18 6 16 0 0 18 0 0 5 14 15 10 0 0 
15 0 8 0 17 0 16 0 8 4 5 20 19 2 0 0 0 3 20 8 0 18 0 0 6 0 0 12 5 9 17 15 3 0 0 15 -1 0 -1 19 0 18 0 0 0 0 0 0 0 -1 0 0 0 11 0 11 -1 0 0 0 0 0 0 0 0 1 20 2 0 1 0 0 6 0 12 16 14 1 13 3 
0 9 0 0 0 0 14 5 0 0 17 0 14 0 17 0 11 18 19 0 0 0 0 17 0 0 4 0 0 3 6 0 0 19 0 0 14 0 16 0 20 0 0 0 0 0 17 0 0 0 0 -1 0 17 19 0 10 15 6 0 2 0 0 0 0 18 20 0 11 0 0 15 0 0 3 0 0 10 0 9 
0 16 1 10 0 0 0 20 11 0 13 0 0 12 0 0 0 0 0 11 9 -1 19 2 0 0 12 0 0 0 0 0 0 10 0 10 0 2 0 1 0 0 13 0 18 12 0 17 15 0 18 0 0 8 0 3 16 0 0 0 0 0 16 0 0 0 0 8 17 0 3 1 0 9 13 0 0 5 6 11 
10 0 0 0 17 2 0 0 0 16 10 12 20 0 0 0 10 5 10 0 0 0 0 3 0 0 16 0 0 0 19 11 0 0 18 16 0 0 0 13 0 0 8 0 0 11 0 2 1 0 1 -1 0 0 -1 1 18 0 7 10 0 0 17 0 10 0 3 0 0 0 5 0 0 0 7 2 0 20 0 0 
0 0 14 19 16 19 0 0 8 5 1 0 10 0 12 0 0 12 -1 0 0 0 14 1 4 0 0 0 0 15 0 7 0 0 14 0 0 0 14 0 0 10 0 0 12 6 0 10 12 16 4 0 0 0 20 0 0 0 0 0 10 17 5 13 0 20 4 0 11 15 0 14 14 12 13 0 0 13 0 20 
0 0 7 0 0 12 0 8 18 -1 3 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 13 0 14 0 0 0 2 0 8 3 5 0 20 0 0 0 12 15 17 0 0 20 11 0 11 19 14 15 0 0 -1 9 13 15 18 0 18 7 1 0 0 20 0 0 -1 5 8 16 14 0 -1 18 17 0 
0 15 7 6 0 0 0 0 0 16 0 8 0 18 18 6 0 20 9 0 4 9 9 0 1 0 0 11 0 16 7 0 14 9 1 4 0 0 19 0 0 16 0 0 12 2 0 5 16 19 3 20 0 0 11 0 14 12 15 10 0 0 0 0 0 17 9 0 14 0 0 0 0 18 0 0 0 0 -1 0 
0 0 0 1 0 6 0 18 0 20 0 0 0 12 0 0 0 0 0 12 0 12 0 0 0 16 0 10 0 0 0 6 0 4 3 0 5 0 0 0 0 0 0 7 0 9 0 0 14 8 9 3 0 12 0 0 0 13 2 10 8 0 0 9 5 13 0 1 0 14 16 0 1 1 0 6 0 0 0 13 
0 9 0 0 0 0 0 0 0 2 1 0 0 20 0 0 14 0 0 0 0 6 0 2 0 0 0 0 0 0 17 0 0 16 5 0 0 0 12 0 20 0 0 6 0 0 13 0 16 0 -1 0 14 6 12 20 10 16 0 0 0 0 10 0 0 0 18 -1 10 0 20 0 0 0 8 0 0 0 13 0 
14 14 -1 12 16 0 0 5 0 2 0 17 0 1 18 0 0 0 0 20 0 18 0 0 19 12 0 9 0 1 6 18 0 12 0 0 5 0 0 0 0 0 0 19 0 6 0 5 0 9 13 1 6 0 2 1 0 0 0 0 14 9 18 7 1 2 20 -1 8 0 0 4 0 17 12 0 10 3 0 0 
