80
40
40
-2 -10 4 -4 5 8 -8 -0 3 -6 3 4 -5 1 2 -4 -1 2 9 9 -5 -1 2 7 -5 -3 -8 -3 6 -2 5 -5 -1 1 2 -5 -1 6 8 -9 
70 -146 -76 -82 87 67 114 124 -29 139 111 -31 -47 -108 -0 -33 -127 135 100 179 -116 31 -93 -73 77 192 -126 -6 -152 169 190 46 151 -87 92 -35 108 5 -184 -122 
-10 1 8 -2 -9 -0 4 1 -6 3 2 -0 -6 -7 -4 -1 3 -1 9 1 8 5 7 -1 -4 -0 5 7 -4 3 -10 -1 -7 9 8 -5 1 2 9 6 
-129 127 48 25 147 -152 193 148 183 92 127 195 -150 162 -78 54 154 -76 -152 130 -107 -163 -24 171 -122 195 -64 187 -73 -48 193 -1 -194 40 -176 154 16 145 102 -74 
0 0 0 3 9 7 0 6 17 9 0 9 0 10 0 5 14 0 0 0 6 4 0 0 13 6 0 0 19 0 0 0 0 0 12 12 0 8 0 0 
16 0 0 2 0 0 0 12 0 0 1 0 5 0 0 0 0 8 0 18 11 0 0 17 8 7 3 13 0 10 7 0 0 2 8 14 -1 0 2 0 
0 0 0 0 0 16 5 0 18 0 16 15 0 0 0 0 0 0 20 6 19 0 0 0 0 10 0 0 20 10 0 0 0 17 5 0 4 0 2 0 
0 16 7 0 0 1 5 1 12 0 4 4 0 18 16 20 16 9 14 0 0 -1 11 0 0 5 9 0 9 1 0 0 20 0 15 0 0 0 0 0 
0 0 14 5 7 12 17 0 17 0 0 18 0 6 7 -1 9 12 0 0 17 0 14 10 0 1 0 0 0 0 5 0 17 0 0 0 15 8 20 0 
15 0 0 0 0 12 14 0 17 13 9 18 0 11 12 0 7 2 10 4 0 13 0 18 8 0 0 0 18 0 14 4 0 0 16 8 13 18 14 0 
0 0 7 0 0 0 -1 0 10 2 0 17 0 4 0 2 6 11 0 18 0 20 1 0 14 0 9 4 0 16 0 9 0 15 0 0 0 0 0 0 
8 0 12 0 0 0 0 0 0 19 0 4 15 0 0 0 0 11 14 0 0 4 0 13 0 0 15 0 17 -1 1 1 4 17 0 20 0 13 14 0 
2 0 0 14 0 0 1 0 7 0 0 16 0 20 4 0 0 12 15 0 0 0 0 6 13 -1 0 6 16 4 0 12 0 0 0 0 10 0 13 0 
