20
10
10
-8 9 2 -5 5 7 -7 5 8 9 
-167 16 136 98 29 48 -80 60 -99 141 
8 5 -8 -3 -2 -1 8 7 5 8 
-127 -73 -128 146 167 131 -132 -73 132 -33 
0 3 0 0 0 3 -1 0 0 12 
-1 -1 14 15 0 0 2 4 15 0 
6 0 0 8 12 0 6 -1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 14 0 0 19 0 0 0 
0 9 0 0 0 0 0 0 10 19 
12 7 0 0 8 18 2 0 4 0 
4 0 3 0 0 0 3 0 0 0 
0 0 0 17 0 0 0 0 0 0 
0 17 6 0 0 0 3 0 9 0 
7 0 0 0 0 0 1 0 -1 4 
18 3 7 0 20 0 0 0 0 7 
6 9 0 0 0 2 2 1 8 0 
0 0 0 3 19 0 0 0 0 2 
0 0 0 10 0 4 0 0 7 0 
7 10 0 0 1 0 0 0 0 4 
7 0 4 0 0 6 8 9 3 7 
2 9 15 0 0 0 11 -1 0 0 
13 0 0 0 0 0 2 0 9 0 
0 0 0 0 0 0 0 0 0 0 
17 0 0 0 0 0 0 0 0 0 
0 8 0 0 0 0 0 0 0 0 
0 0 12 0 0 0 0 0 0 0 
0 0 0 20 0 0 0 0 0 0 
0 0 0 0 -1 0 0 0 0 0 
0 0 0 0 0 15 0 0 0 0 
0 0 0 0 0 0 19 0 0 0 
0 0 0 0 0 0 0 14 0 0 
0 0 0 0 0 0 0 0 6 0 
0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 1 1 1 1 
80 92 92 81 99 93 77 52 89 65 62 81 95 65 66 82 79 70 84 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
