80
40
40
-8 -4 -5 -10 -6 -2 2 3 5 10 -2 -8 -7 4 6 -0 -5 -7 10 -6 -4 -9 7 -6 2 10 -7 -7 2 -9 -4 7 -3 4 8 2 -8 1 -3 9 
101 -56 180 178 88 39 -93 132 -162 -66 -146 -1 -114 105 155 167 30 57 -97 132 140 -108 -177 142 -132 30 -145 -145 26 109 17 -74 181 -3 -96 69 164 12 1 130 
3 5 -9 7 1 8 -3 9 -7 -2 -5 -0 -0 -9 5 -8 -7 -10 -4 5 -9 5 2 -1 -1 1 -7 3 -6 -0 2 8 -3 6 7 -10 4 -4 10 10 
74 -18 -71 160 -186 -189 54 -28 68 85 -96 -65 105 -145 -197 174 86 187 157 -88 96 -26 -34 77 99 -2 -127 63 -191 1 -8 11 184 49 -102 126 60 153 -102 -72 
0 17 4 18 16 0 0 0 13 0 10 0 0 6 9 11 0 0 12 0 18 0 6 0 0 0 10 0 0 0 14 -1 5 0 7 0 2 0 0 0 
15 0 -1 0 3 0 0 5 0 0 0 0 0 -1 0 0 0 14 17 9 0 3 0 0 0 15 0 0 18 8 0 0 0 0 5 0 10 14 0 19 
11 0 16 15 9 -1 0 0 6 6 0 5 16 5 0 5 0 0 0 11 0 16 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 
17 19 0 5 4 11 0 4 5 0 0 4 2 1 0 0 1 14 0 16 0 13 0 0 0 0 0 0 11 20 0 0 2 1 0 0 1 0 6 0 
0 10 18 11 7 0 7 15 0 0 0 11 0 18 0 0 10 0 -1 0 6 0 15 0 3 0 16 10 0 0 0 0 0 0 0 17 0 0 0 0 
3 0 14 15 6 0 19 0 14 10 0 2 15 12 9 0 0 0 11 0 1 2 0 0 0 0 7 0 0 13 0 0 0 0 8 5 8 12 8 5 
0 0 0 17 6 9 18 5 16 4 0 0 13 0 5 17 6 9 0 0 10 13 5 0 0 20 0 8 14 0 1 0 13 2 20 0 0 1 0 4 
0 0 11 18 12 0 0 0 4 0 1 0 17 0 20 17 0 0 0 0 10 11 0 9 0 8 16 0 0 13 0 9 0 0 14 17 0 0 2 0 
0 0 10 0 0 17 0 0 0 0 0 9 12 0 0 0 0 10 0 4 0 0 0 0 0 12 0 10 14 7 0 -1 0 0 0 0 0 0 0 0 
0 0 14 6 0 0 10 0 4 16 11 9 13 0 0 0 0 0 15 7 0 0 0 8 0 0 0 10 20 9 0 16 20 14 14 17 0 0 7 0 
0 0 -1 0 0 5 0 0 0 0 0 0 7 0 0 0 0 0 1 6 0 0 11 0 0 8 1 0 0 -1 13 0 0 0 4 0 0 18 0 6 
0 0 15 0 17 0 0 -1 0 0 0 0 0 20 18 16 10 12 19 5 0 0 19 0 0 0 7 0 0 1 2 14 0 0 0 -1 0 14 0 15 
0 12 19 0 19 0 6 3 0 0 0 17 19 15 20 0 0 -1 0 8 0 16 14 1 0 15 0 8 0 12 0 11 6 12 0 0 0 6 0 20 
3 0 8 9 0 0 0 0 0 0 17 4 0 8 0 9 0 0 18 0 16 8 0 0 0 0 10 0 0 0 0 0 0 0 0 0 -1 0 7 0 
0 0 0 0 10 14 0 0 0 20 2 0 13 9 0 0 15 0 20 2 -1 5 16 0 0 0 0 0 0 0 0 0 0 5 0 3 0 2 13 0 
0 3 0 9 -1 0 0 4 16 11 20 19 0 0 0 0 0 9 20 0 16 0 0 0 20 0 0 1 0 0 19 0 5 6 16 16 0 13 14 6 
0 0 0 0 0 0 17 19 15 14 0 20 0 5 0 16 17 2 0 0 0 0 0 0 0 6 11 2 2 5 0 0 15 1 5 8 9 8 0 0 
1 17 4 0 8 0 16 0 0 9 0 0 0 0 5 9 0 11 3 20 0 0 17 14 13 15 8 10 11 0 0 0 13 0 10 11 4 2 0 0 
0 0 17 0 11 0 0 11 0 13 12 0 0 15 9 18 0 0 0 0 15 0 0 15 0 1 0 19 0 6 0 0 0 18 0 0 12 0 0 5 
0 0 0 2 9 10 0 0 0 0 12 0 0 4 14 0 0 13 13 0 0 10 0 0 6 12 0 0 0 0 0 0 3 11 19 4 8 0 12 0 
0 1 13 0 19 -1 3 0 13 0 10 16 0 0 3 10 0 2 0 0 0 7 3 15 0 18 14 10 0 9 0 11 1 0 18 0 11 9 0 0 
0 19 0 12 -1 11 12 8 0 4 16 -1 0 13 0 5 19 0 0 18 8 13 16 0 7 18 0 0 19 0 12 0 2 0 3 0 18 0 0 18 
0 10 0 0 0 0 12 0 8 0 20 9 0 15 0 0 0 17 9 0 0 0 0 0 17 6 0 0 0 0 4 10 0 14 0 14 19 0 0 0 
0 0 5 20 0 0 0 20 -1 9 18 3 11 0 0 0 0 0 0 0 10 0 16 0 5 0 0 0 0 0 19 5 9 0 0 16 8 0 19 0 
2 1 0 13 0 14 0 0 0 7 20 0 0 3 0 0 16 12 7 0 3 0 0 20 6 19 3 0 0 0 0 0 0 2 20 -1 4 0 19 7 
11 0 10 0 0 0 8 0 0 19 0 0 0 0 3 0 0 0 13 20 0 0 15 0 4 3 11 11 0 0 -1 16 14 0 1 17 0 6 0 0 
0 9 3 0 15 17 0 0 5 12 0 8 0 0 0 0 4 2 0 20 0 10 1 0 14 11 0 0 0 0 10 7 4 0 0 0 5 0 13 17 
0 -1 17 0 0 0 0 9 0 6 15 7 10 6 8 3 0 10 0 0 4 0 0 0 14 17 19 -1 5 0 16 0 7 8 -1 12 0 7 0 0 
4 0 0 0 0 0 0 14 0 0 18 0 10 5 18 0 0 19 0 0 0 14 4 15 0 9 0 14 0 19 -1 0 17 0 7 10 2 6 0 0 
0 8 16 12 6 0 4 0 0 0 13 0 0 8 1 19 0 20 4 12 0 0 0 0 0 0 19 8 0 0 14 0 0 13 18 0 -1 1 0 4 
8 6 12 0 0 13 14 16 0 0 16 0 0 0 0 15 0 20 0 0 0 5 15 0 0 7 0 0 8 -1 0 0 16 0 7 0 2 0 0 7 
20 9 17 0 16 17 0 0 0 0 20 0 0 11 11 0 0 12 0 2 8 0 0 16 4 18 11 0 0 0 0 8 0 2 8 0 4 19 11 0 
10 0 15 9 0 0 19 0 14 3 0 7 0 20 0 0 0 0 4 3 2 0 0 17 10 6 0 0 19 -1 17 17 2 11 0 -1 0 0 0 0 
16 0 0 0 0 16 0 0 6 0 11 2 11 2 0 0 17 5 12 18 11 0 0 0 15 17 0 0 1 9 0 0 0 0 0 0 0 13 1 7 
0 0 0 0 18 0 13 19 0 11 2 0 0 0 0 3 15 -1 8 8 18 13 11 0 18 0 0 0 0 1 0 9 5 17 0 7 0 16 8 18 
6 7 0 18 19 0 7 0 0 0 19 0 0 0 2 0 0 11 -1 0 -1 5 0 -1 8 4 0 0 0 13 0 16 17 0 0 5 0 -1 0 0 
0 0 0 2 0 13 13 0 0 0 19 19 6 13 18 0 13 0 16 0 5 0 0 10 0 0 17 0 0 0 0 0 0 0 14 0 0 7 0 0 
10 0 -1 0 0 0 8 0 0 0 0 1 10 12 0 0 0 0 9 0 0 0 0 0 3 -1 7 0 17 0 0 0 15 0 16 0 0 0 8 0 
0 12 0 13 0 13 0 0 0 0 0 0 7 0 10 14 0 0 11 18 0 4 16 0 0 0 2 6 3 0 5 0 14 0 1 0 0 16 16 0 
0 0 0 16 6 0 0 5 9 14 0 15 2 0 0 0 0 0 0 12 0 18 0 -1 3 0 11 0 0 7 0 0 16 16 3 6 3 0 19 7 
16 12 0 0 14 17 2 0 0 9 6 0 18 0 0 15 -1 0 15 0 4 11 2 5 1 0 0 0 15 9 10 0 10 11 5 7 -1 19 0 19 
8 0 0 0 0 0 0 0 0 0 1 18 5 0 8 19 14 20 0 9 19 0 0 0 0 0 0 0 19 13 0 0 0 15 0 0 0 0 0 6 
-1 18 16 0 10 0 0 0 8 10 16 0 20 20 0 2 0 19 4 0 5 19 0 0 -1 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 3 0 7 7 0 7 20 15 0 1 3 0 0 15 0 0 0 12 0 14 19 0 0 0 0 7 9 0 9 17 0 19 9 2 0 0 
15 8 0 0 14 0 0 0 3 20 12 4 0 0 18 13 0 3 0 0 0 -1 0 0 8 0 0 20 0 0 0 7 0 0 4 9 0 0 0 19 
0 2 0 0 0 4 18 0 0 3 0 12 0 16 16 14 0 0 11 0 7 0 0 11 6 5 1 0 2 0 -1 0 16 14 1 17 15 11 2 0 
