80
40
40
-2 -1 -3 -1 -4 3 5 -7 -0 2 -6 2 10 2 8 -8 5 10 -10 -10 5 -8 9 8 10 -1 -6 -8 2 -9 -7 -8 3 3 3 10 -4 -2 -7 8 
134 -62 -26 -126 45 -96 -33 -197 57 34 55 38 -78 -163 -78 -84 -64 -89 95 141 103 33 -41 -92 191 -190 -33 150 12 -81 36 -127 58 137 -52 -170 -159 115 -167 25 
-10 -0 2 -10 -7 1 -5 9 1 -2 -9 -2 1 -10 -4 2 1 3 7 -7 7 -10 -3 -0 6 -10 -0 -7 -1 4 -9 2 -5 6 2 -1 -3 10 -2 -10 
-51 16 -137 -2 54 -15 115 118 24 -63 -14 -73 171 146 -37 162 156 131 39 -32 -150 -126 42 36 139 118 -7 181 33 -46 6 109 171 -4 -93 -48 182 150 198 -67 
0 19 5 18 0 2 2 13 4 0 0 0 0 0 0 0 16 0 13 4 0 15 15 4 12 2 18 0 0 0 20 0 0 4 8 0 0 0 0 0 
0 0 0 6 0 0 0 0 0 0 0 9 7 20 0 0 0 0 18 0 0 14 6 0 16 10 8 0 0 0 0 0 0 0 12 0 0 16 0 0 
3 2 3 0 0 3 0 0 2 8 11 0 17 2 0 0 12 0 0 10 17 7 3 0 12 0 0 0 0 14 20 0 0 0 0 0 0 0 12 0 
5 16 0 0 0 0 3 0 -1 11 0 0 0 18 0 0 0 0 17 8 0 4 0 16 9 0 15 10 0 10 20 5 0 8 11 17 16 0 17 0 
0 17 16 0 0 7 0 0 0 0 18 0 7 11 15 14 10 0 0 0 0 0 3 0 0 0 0 7 4 0 10 3 11 0 0 0 0 0 0 1 
15 9 0 0 0 1 0 0 10 0 0 0 0 0 0 15 0 13 16 16 0 0 12 15 0 4 17 0 0 0 11 0 0 16 0 0 0 1 17 0 
0 0 9 -1 0 8 0 0 0 3 0 17 0 2 12 17 0 0 18 17 18 0 0 20 1 5 13 7 0 0 0 0 0 0 14 6 0 0 0 4 
19 0 0 0 0 0 0 0 0 19 17 14 3 0 0 0 0 6 0 0 0 4 0 0 0 7 19 0 14 0 0 3 0 8 17 12 0 0 8 8 
11 8 15 17 0 0 0 8 4 0 2 9 12 2 0 0 13 2 0 -1 17 16 0 0 0 0 0 0 -1 10 0 18 0 8 14 0 -1 0 0 3 
0 0 19 19 0 0 0 0 0 4 17 20 0 0 19 11 6 0 19 16 0 0 0 19 17 15 0 17 0 13 13 0 0 9 1 0 12 13 0 0 
0 0 18 0 19 0 1 0 0 -1 10 15 9 19 0 4 0 0 15 18 0 0 4 0 0 11 4 0 11 0 0 -1 9 4 5 4 11 0 20 0 
0 3 7 1 0 5 0 5 0 0 11 0 12 2 0 0 0 9 0 0 0 3 4 4 5 0 0 0 0 15 0 0 0 19 0 0 0 6 0 1 
4 14 7 17 4 2 0 0 7 0 0 12 0 20 0 0 13 0 16 20 3 0 6 0 9 0 14 14 8 3 0 0 0 8 0 7 0 20 0 0 
2 7 0 0 5 0 0 0 16 9 0 5 0 0 0 0 0 11 13 1 -1 0 15 18 17 20 0 17 8 0 0 0 20 0 9 0 0 0 0 0 
0 0 17 0 0 14 0 10 0 3 0 0 2 12 0 0 0 7 3 0 0 0 -1 11 0 8 0 0 0 15 0 0 4 14 20 6 19 8 0 10 
17 17 0 0 0 0 4 0 0 19 0 0 17 0 0 10 -1 10 0 0 0 4 15 11 0 0 11 0 0 0 -1 4 11 17 15 7 0 0 19 0 
0 0 0 0 5 0 8 0 20 0 0 0 3 18 5 7 0 0 0 0 0 0 0 2 4 19 0 3 0 20 10 1 0 0 0 0 19 19 0 3 
0 0 5 7 0 0 0 0 16 20 17 11 0 10 0 0 3 13 0 0 16 6 0 0 7 0 0 5 20 8 0 14 1 0 16 20 0 0 13 5 
8 17 6 5 0 0 0 4 0 12 -1 11 0 18 12 0 20 1 17 -1 0 20 4 0 0 0 7 20 17 3 13 0 0 1 0 0 12 20 -1 0 
20 8 5 20 9 12 0 0 0 0 0 0 11 3 0 0 0 16 17 0 0 0 19 17 0 0 0 0 0 0 5 9 18 5 4 8 0 0 0 15 
0 18 0 1 18 0 10 18 6 2 8 1 9 20 2 0 1 0 9 0 0 7 16 0 12 19 11 5 0 8 0 0 1 10 0 0 7 -1 15 0 
0 8 0 0 19 0 0 14 0 0 16 0 4 0 0 0 0 6 18 0 0 0 12 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 13 0 
0 16 0 0 20 0 0 0 7 0 0 0 0 0 0 0 0 0 10 1 0 0 0 0 18 17 0 6 9 17 0 17 5 0 0 0 0 4 -1 18 
8 0 0 0 17 0 0 0 4 19 0 6 0 16 1 0 4 0 0 0 0 7 6 7 12 7 15 0 0 0 0 20 0 4 0 5 12 0 0 18 
0 17 11 7 18 0 3 0 0 0 14 0 4 19 0 0 4 7 0 0 0 0 0 0 19 0 17 0 7 8 14 5 0 0 20 0 0 12 0 0 
