20
10
10
8 -9 -7 -10 -10 2 -0 4 -7 -0 
174 163 -195 -49 -178 160 153 76 -114 163 
-8 10 10 7 -4 -5 3 -8 5 -9 
-96 165 67 -176 49 85 67 -108 47 -156 
0 0 0 0 0 1 16 0 17 0 
0 0 0 0 3 14 0 0 0 0 
0 0 18 0 16 0 15 0 0 0 
6 9 0 0 0 0 0 0 20 0 
0 0 0 0 17 0 0 0 19 0 
0 17 0 0 6 8 0 7 5 0 
0 -1 -1 0 0 14 0 16 0 16 
16 0 0 0 15 0 20 0 0 16 
16 16 0 0 0 4 16 0 0 0 
0 0 0 0 6 13 0 0 0 12 
0 0 0 11 0 9 0 8 0 9 
0 0 1 0 6 0 0 1 0 13 
10 0 6 0 14 0 18 0 13 0 
4 0 3 0 11 4 0 0 11 0 
0 0 0 5 0 12 15 0 -1 0 
0 0 0 0 9 8 14 0 9 0 
0 20 5 0 0 0 0 19 9 15 
10 0 0 17 0 15 0 0 16 18 
15 0 3 11 0 0 13 13 0 0 
0 0 0 0 0 0 0 0 0 0 
11 0 0 0 0 0 0 0 0 0 
0 5 0 0 0 0 0 0 0 0 
0 0 5 0 0 0 0 0 0 0 
0 0 0 8 0 0 0 0 0 0 
0 0 0 0 19 0 0 0 0 0 
0 0 0 0 0 9 0 0 0 0 
0 0 0 0 0 0 12 0 0 0 
0 0 0 0 0 0 0 6 0 0 
0 0 0 0 0 0 0 0 3 0 
0 0 0 0 0 0 0 0 0 2 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 1 1 1 1 
52 85 78 70 68 77 52 74 75 75 66 98 69 71 77 98 81 78 100 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
