20
10
10
7 -5 7 3 -8 8 -6 -6 1 9 
-102 91 100 -120 131 -179 -82 176 22 -31 
-9 -8 1 -8 3 2 -4 -6 -3 9 
-62 142 -169 -171 -186 64 -43 -199 135 64 
0 3 0 0 10 0 0 0 0 1 
0 0 0 9 0 0 0 9 0 0 
16 5 0 0 0 18 0 11 20 0 
20 0 0 6 0 18 10 0 0 10 
14 0 0 0 12 10 19 0 18 20 
0 2 0 0 19 0 13 2 0 14 
0 0 0 8 -1 0 0 0 14 0 
0 15 0 4 0 0 0 0 2 0 
16 0 0 0 0 0 0 -1 19 0 
1 8 0 5 5 16 0 0 0 0 
0 6 0 13 0 0 0 15 2 0 
0 0 0 13 8 0 0 2 11 13 
0 0 17 0 0 0 0 0 0 0 
0 0 -1 14 0 0 0 0 0 13 
12 17 0 0 14 10 0 0 0 0 
9 20 16 0 0 -1 7 12 8 13 
6 0 0 0 6 11 0 14 0 0 
18 12 8 0 0 0 19 0 2 0 
0 -1 0 0 12 0 15 0 0 0 
0 0 0 0 0 0 0 0 0 0 
15 0 0 0 0 0 0 0 0 0 
0 3 0 0 0 0 0 0 0 0 
0 0 9 0 0 0 0 0 0 0 
0 0 0 12 0 0 0 0 0 0 
0 0 0 0 20 0 0 0 0 0 
0 0 0 0 0 9 0 0 0 0 
0 0 0 0 0 0 12 0 0 0 
0 0 0 0 0 0 0 18 0 0 
0 0 0 0 0 0 0 0 14 0 
0 0 0 0 0 0 0 0 0 13 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 1 1 1 1 
93 66 71 58 64 80 92 94 53 65 73 85 91 71 73 73 57 68 51 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
