160
80
80
-2 -5 4 9 -4 -7 1 3 -4 -4 -3 -10 5 4 -10 -8 10 -6 -3 3 -2 9 9 4 -7 -6 9 5 -3 7 5 6 -8 -2 5 1 2 -2 -5 -10 6 3 -9 1 -4 -6 6 -4 -2 -5 10 9 -4 9 5 -0 -5 4 -4 2 3 -9 -2 7 -0 -6 -2 -7 3 4 -6 1 -4 -3 -7 3 2 10 10 -8 
-86 71 -88 -74 -62 -45 111 173 177 179 -185 -148 -167 49 100 -127 125 26 51 164 41 -113 95 -10 57 -22 151 71 -172 -133 -23 -130 138 16 -3 -197 99 -165 177 76 -186 120 56 175 -104 -45 -152 -179 182 27 112 -51 115 7 67 -28 113 18 171 142 85 -126 139 -50 91 -137 -119 -10 -102 186 194 -160 106 50 -185 130 -195 -136 79 114 
-4 -9 -7 3 -8 9 -6 -3 4 1 10 -1 5 -0 -4 -4 5 6 -0 -1 -0 7 -10 9 -6 -6 4 8 -5 6 -8 2 8 -5 -3 10 -4 2 -3 -8 -5 -1 1 10 10 8 -2 6 4 -10 -3 -5 8 -0 -4 -7 4 10 -7 -9 8 -4 4 5 4 -7 7 10 5 -4 -6 -10 6 6 -8 8 5 1 6 1 
92 -9 -137 -67 126 131 106 38 -52 3 -93 161 78 -154 -162 -104 -91 -80 14 8 -167 8 49 67 -142 64 -3 191 56 -124 105 -53 67 169 8 -7 27 -159 159 103 45 -135 64 -150 -88 30 -53 22 78 162 -170 112 -30 6 -21 -45 -130 104 -54 54 180 -149 129 -26 148 -63 95 -25 -22 53 -123 -177 119 69 -200 -169 -175 -52 53 104 
4 0 5 0 0 11 6 0 0 0 0 0 0 0 7 0 2 0 0 3 0 13 4 18 4 19 -1 0 0 -1 0 12 2 0 0 0 6 2 0 7 11 12 0 0 7 17 6 9 0 19 11 0 0 6 0 0 18 0 0 18 0 16 2 16 0 0 0 0 0 0 0 0 3 6 0 1 17 12 0 0 
18 3 0 1 9 0 6 1 0 11 12 0 3 3 0 0 6 0 1 0 2 0 14 0 0 0 0 0 0 15 0 0 10 8 0 12 12 0 0 14 17 11 0 0 0 0 10 9 19 0 6 11 5 0 19 0 0 0 0 13 19 19 0 0 0 0 0 0 14 8 0 20 0 0 16 18 12 6 -1 0 
0 0 0 0 0 0 0 8 0 0 0 0 0 16 20 0 0 -1 3 4 15 0 0 0 17 18 17 7 -1 0 0 0 0 0 15 15 7 4 10 14 4 18 0 0 16 0 0 13 0 5 5 0 0 1 0 20 0 2 20 5 0 0 0 0 0 2 0 0 20 0 8 0 2 0 0 0 0 0 9 18 
0 0 0 7 0 20 0 12 0 16 0 0 0 18 0 19 2 0 19 8 14 17 0 0 14 14 12 14 0 0 0 12 8 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 11 15 2 2 0 0 5 0 0 0 0 5 0 0 0 0 6 9 4 0 0 11 11 0 11 0 -1 0 0 0 12 
0 6 2 0 0 0 11 0 13 0 15 0 7 0 0 0 0 0 -1 0 8 3 0 0 0 0 6 0 4 1 0 4 0 20 15 10 0 0 12 0 0 13 0 0 0 0 0 0 0 0 0 0 17 0 5 0 20 0 0 11 19 19 20 19 0 13 0 0 0 0 15 3 4 0 11 0 9 0 0 2 
6 8 8 0 1 0 0 0 20 0 17 0 13 0 0 6 0 5 20 0 0 12 13 9 0 -1 0 16 0 0 0 8 0 0 3 17 0 0 -1 0 0 5 -1 0 10 0 0 0 0 17 0 0 0 10 0 5 0 0 6 0 0 0 0 14 0 0 8 15 -1 0 0 0 16 0 0 5 13 15 5 15 
16 0 0 0 0 3 0 0 0 1 0 0 0 0 0 20 0 0 0 0 18 0 9 18 7 18 18 17 13 10 0 0 0 13 0 3 0 15 10 0 2 0 0 0 10 0 8 0 0 0 0 1 0 20 14 0 0 0 15 0 0 7 0 15 14 13 10 0 19 0 0 13 4 0 0 11 10 0 0 0 
0 6 15 3 19 0 5 18 0 0 8 0 0 15 1 0 14 13 20 0 0 0 17 0 0 0 3 0 0 0 20 0 15 0 0 14 0 0 14 9 4 0 0 7 10 0 18 19 0 0 6 7 0 1 0 0 0 1 0 6 0 0 15 0 0 0 5 16 14 0 9 8 2 0 0 0 6 0 11 0 
0 0 0 5 17 18 0 0 0 0 0 0 0 0 0 10 0 0 0 18 0 0 16 14 0 0 0 0 0 0 20 0 0 0 8 10 0 0 7 0 0 14 0 0 0 9 5 -1 14 0 7 -1 12 0 0 0 19 0 7 0 19 0 17 5 0 15 20 19 0 0 0 5 15 9 11 0 5 0 0 0 
0 18 0 0 0 20 0 19 11 8 9 9 18 0 0 0 1 0 0 0 10 5 14 15 11 0 0 20 0 12 13 0 0 0 0 18 0 0 0 1 5 18 0 0 -1 18 0 13 0 0 0 0 12 7 19 0 12 1 10 19 0 0 -1 0 0 0 0 0 0 0 11 18 17 0 10 0 9 0 16 2 
8 4 0 4 10 18 0 0 0 0 0 8 0 0 0 0 0 0 0 19 0 7 0 0 0 0 20 0 0 0 0 0 0 0 19 0 0 10 0 2 13 0 0 6 0 0 1 0 0 14 0 0 6 12 4 0 8 0 0 0 0 0 0 0 0 12 5 0 0 19 0 8 11 0 0 6 11 0 0 0 
