40
20
20
-8 6 8 10 -1 8 -8 -5 10 8 -2 4 -10 -0 -4 9 -4 5 10 -2 
85 127 114 99 160 -30 -157 -89 -1 104 23 42 79 -74 73 -145 -98 -84 -51 -163 
2 1 -10 -3 -0 -4 -4 -6 -8 6 -7 -5 4 -7 -4 -8 -9 -1 -2 -9 
-116 -171 190 92 -89 -166 188 106 49 -153 -68 -66 175 -154 160 134 -56 131 173 70 
9 0 0 0 0 0 0 20 0 3 0 0 6 0 0 0 9 0 0 0 
3 18 0 3 0 0 3 0 0 0 0 0 0 4 9 0 0 15 8 0 
9 1 0 0 2 13 11 11 0 0 0 9 0 15 3 11 6 0 0 15 
1 0 14 1 0 17 15 0 0 17 0 0 0 7 0 -1 0 16 0 0 
0 15 0 0 0 0 0 0 -1 0 0 6 0 0 9 0 0 0 0 0 
0 0 9 6 6 0 0 0 16 0 0 0 0 20 13 0 20 5 12 3 
0 0 18 0 9 5 7 0 2 0 0 20 0 0 15 11 3 8 0 0 
0 4 0 0 0 0 18 0 0 18 0 0 8 0 0 -1 0 0 0 15 
0 0 0 0 0 0 17 -1 3 17 11 8 0 8 0 0 0 0 20 9 
0 0 6 0 3 20 -1 10 0 0 0 0 5 13 0 0 0 0 7 9 
3 0 0 0 0 0 15 0 0 0 0 2 14 0 0 0 8 2 0 0 
0 0 0 0 19 5 5 0 13 0 0 0 0 0 0 4 4 15 0 16 
0 0 0 15 0 18 0 16 0 0 8 0 0 17 0 0 8 0 3 0 
1 0 -1 2 5 2 0 18 0 0 2 0 18 8 0 0 0 0 0 0 
0 0 0 0 7 0 0 15 6 0 0 0 12 19 7 12 0 9 0 0 
19 0 5 3 -1 15 18 0 0 0 0 0 0 9 0 7 16 0 0 0 
0 10 20 8 7 0 0 9 0 0 5 3 15 0 0 1 0 0 0 0 
0 2 0 0 1 4 0 0 0 11 0 0 9 2 0 12 0 11 0 5 
0 1 0 0 5 20 0 0 11 0 0 0 15 1 0 16 0 0 6 17 
20 13 0 13 0 0 1 13 20 5 0 6 11 13 17 0 13 3 0 0 
0 0 3 0 18 0 0 7 0 2 15 0 0 6 0 0 0 13 0 0 
0 0 0 3 11 -1 0 0 0 0 0 11 17 0 0 0 0 1 0 0 
